fold,validation_score,fit_time_seconds,score_time_seconds,train_score
1,0.1232692769466046,0.08328485488891602,0.005995988845825195,0.09409183050764801
2,0.16283022552446377,0.07989883422851562,0.005586147308349609,0.08807519926816237
3,0.19618244742960078,0.10417580604553223,0.005399227142333984,0.09246301589895096
4,0.16767489745289862,0.09433984756469727,0.005615234375,0.08324167177111229
5,0.12582575100673415,0.08476996421813965,0.004971027374267578,0.09336620819235306
