fold,validation_score,fit_time_seconds,score_time_seconds,train_score
1,0.1239917541177903,0.10732197761535645,0.0065441131591796875,0.09298346183496971
2,0.15886117858920262,0.10922074317932129,0.006428241729736328,0.08736155206431141
3,0.17815302105324907,0.11827397346496582,0.0065288543701171875,0.09090105039189342
4,0.1637859093449465,0.10275387763977051,0.0060961246490478516,0.08278610143029276
5,0.1252041250158002,0.09612631797790527,0.006694793701171875,0.09179329747237441
