fold,validation_score,fit_time_seconds,score_time_seconds,train_score
1,0.10712173807990667,1.5858261585235596,0.004277944564819336,0.11150605072200442
2,0.1462562590698767,0.2474379539489746,0.004110813140869141,0.1040395101201177
3,0.17788439865554342,0.24353408813476562,0.003943920135498047,0.10242876893052047
4,0.1354170890377042,0.23786067962646484,0.003932952880859375,0.10581131241285419
5,0.11864707380761849,0.24174261093139648,0.0038700103759765625,0.10996617985182178
