fold,validation_score,recommended_epochs,best_params,fit_time_seconds
1,0.13091397711062294,95,"{""activation"": ""silu"", ""batch_size"": 32, ""dropout"": 0.0, ""embedding_dim"": 8, ""hidden_dim"": 64, ""hidden_dim_2"": 32, ""optimizer"": ""rmsprop"", ""rmsprop_learning_rate"": 0.008487812118978828, ""weight_decay"": 4.712153277705419e-06}",4.138041332829744
2,0.22592027000775544,39,"{""activation"": ""gelu"", ""adam_learning_rate"": 0.000976892044943451, ""batch_size"": 16, ""dropout"": 0.0, ""embedding_dim"": 8, ""hidden_dim"": 64, ""hidden_dim_2"": 16, ""optimizer"": ""adam"", ""weight_decay"": 6.5938057432323035e-06}",3.4618643331341445
3,0.15822668535585865,65,"{""activation"": ""silu"", ""adam_learning_rate"": 0.0009820070794499276, ""batch_size"": 16, ""dropout"": 0.0, ""embedding_dim"": 8, ""hidden_dim"": 64, ""hidden_dim_2"": 32, ""optimizer"": ""adam"", ""weight_decay"": 4.5579821566364245e-07}",5.897949666948989
4,0.1354355386013363,93,"{""activation"": ""silu"", ""batch_size"": 16, ""dropout"": 0.0, ""embedding_dim"": 8, ""hidden_dim"": 64, ""hidden_dim_2"": 16, ""optimizer"": ""rmsprop"", ""rmsprop_learning_rate"": 0.009493735756658968, ""weight_decay"": 2.81392035810216e-06}",7.298952749930322
5,0.1382651103719268,60,"{""activation"": ""gelu"", ""adam_learning_rate"": 0.0007970707387311769, ""batch_size"": 16, ""dropout"": 0.0, ""embedding_dim"": 8, ""hidden_dim"": 64, ""hidden_dim_2"": 16, ""optimizer"": ""adam"", ""weight_decay"": 1.7148994541150932e-06}",5.318479582900181
