number,value,datetime_start,datetime_complete,duration,params_activation,params_batch_size,params_hidden_dim,params_learning_rate,params_weight_decay,user_attrs_fold_epochs,user_attrs_fold_scores,user_attrs_recommended_epochs,state
0,0.18349380740966015,2026-08-18 19:29:17.582231,2026-08-18 19:29:19.711306,0 days 00:00:02.129075,relu,64,256,0.0006841597845986785,0.0008265891226843978,"[48, 77, 46]","[0.17519918891708022, 0.23764281038586382, 0.13763942292603643]",48.0,COMPLETE
1,0.17384666700427823,2026-08-18 19:29:19.812286,2026-08-18 19:29:20.898207,0 days 00:00:01.085921,relu,128,64,0.0029252289289933005,4.838820896628907e-06,"[47, 46, 71]","[0.16046540140174376, 0.21471294103639654, 0.14636165857469444]",47.0,COMPLETE
2,0.16119311401131778,2026-08-18 19:29:20.993157,2026-08-18 19:29:23.335486,0 days 00:00:02.342329,relu,32,64,0.0005800205711012044,0.00011332919418280793,"[31, 46, 38]","[0.14246127338408315, 0.20051514620848795, 0.14060292244138228]",38.0,COMPLETE
3,3.123431139149881,2026-08-18 19:29:23.437791,2026-08-18 19:29:24.148196,0 days 00:00:00.710405,silu,128,32,0.00010178106297185293,6.359232829820194e-06,"[100, 100]","[3.9682800322779417, 2.278582246021821]",,PRUNED
4,0.15498453676308194,2026-08-18 19:29:24.243358,2026-08-18 19:29:26.431822,0 days 00:00:02.188464,gelu,32,32,0.0006910069646256938,3.5308579052359434e-07,"[31, 17, 28]","[0.13663464189557445, 0.18671472386328156, 0.14160424453038983]",28.0,COMPLETE
