fold,validation_score,fit_time_seconds,score_time_seconds,train_score
1,0.12095677118122787,100.99566602706909,0.030202150344848633,0.052018663875559305
2,0.1464956386213233,108.66243624687195,0.02965092658996582,0.05063733029806008
3,0.13208556456287573,106.69615507125854,0.01433873176574707,0.051452354353545164
4,0.14912008906394592,114.76999306678772,0.030180692672729492,0.04994131790837907
5,0.12919647191125233,113.42435598373413,0.03096604347229004,0.05179812293401668
