fold,validation_score,fit_time_seconds,score_time_seconds,train_score
1,0.10831313272141738,9.727867126464844,0.005425930023193359,0.06843023205863157
2,0.13283573389976058,9.655910968780518,0.004736900329589844,0.06797171921580278
3,0.12560730947203355,9.751535177230835,0.004918098449707031,0.07061461534673445
4,0.13217267173186042,9.973938941955566,0.005553722381591797,0.06710069142250057
5,0.12048271538975865,9.82400894165039,0.004854917526245117,0.07085593790077174
