fold,validation_score,fit_time_seconds,score_time_seconds,train_score
1,0.12360304841330337,0.08636307716369629,0.005571842193603516,0.09406341961179517
2,0.16338887499804364,0.09075427055358887,0.004884958267211914,0.08792347330523091
3,0.1984806651985704,0.10967707633972168,0.0061190128326416016,0.09226263616149456
4,0.1683565904211596,0.09376001358032227,0.005491971969604492,0.08306863038147823
5,0.12558750988841316,0.09659886360168457,0.0052640438079833984,0.09330298641713917
