fold,validation_score,fit_time_seconds,score_time_seconds,train_score
1,0.14426873535877113,38.50185298919678,0.04774975776672363,0.13213041518334426
2,0.1698761522360232,38.07257699966431,0.030773162841796875,0.1261083148412431
3,0.13966206579205254,36.12253499031067,0.029191970825195312,0.13149821523480204
4,0.16255360001675023,36.217692852020264,0.029201269149780273,0.12680165683194639
5,0.153066614464877,36.85841488838196,0.04089808464050293,0.1306777351544972
