fold,validation_score,fit_time_seconds,score_time_seconds,train_score
1,0.12326776702293016,0.08201289176940918,0.004716157913208008,0.09409182852996797
2,0.16282821726485988,0.08510112762451172,0.0069599151611328125,0.0880751979616584
3,0.19617291224098657,0.1082448959350586,0.005511283874511719,0.09246301407578392
4,0.1676727934822602,0.08352994918823242,0.004502058029174805,0.0832416730715535
5,0.12582590388622716,0.08239388465881348,0.00939321517944336,0.09336620825176847
