mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__regressor__subsample,param_model__regressor__reg_lambda,param_model__regressor__reg_alpha,param_model__regressor__n_estimators,param_model__regressor__min_child_weight,param_model__regressor__max_depth,param_model__regressor__learning_rate,param_model__regressor__gamma,param_model__regressor__colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
0.6634649435679117,0.0077949727315921955,0.01625800132751465,0.0016512248740512948,0.6,0.1,0.01,1000,3.0,8,0.1,0.0,0.5,"{'model__regressor__subsample': 0.6, 'model__regressor__reg_lambda': 0.1, 'model__regressor__reg_alpha': 0.01, 'model__regressor__n_estimators': 1000, 'model__regressor__min_child_weight': 3.0, 'model__regressor__max_depth': 8, 'model__regressor__learning_rate': 0.1, 'model__regressor__gamma': 0.0, 'model__regressor__colsample_bytree': 0.5}",-0.1328539401292801,-0.13064536452293396,-0.12818796932697296,-0.130562424659729,0.0019057772076289507,18,-0.0009649746352806687,-0.0009652122971601784,-0.0010226567974314094,-0.0009842812432907522,2.713578802361838e-05
0.12740262349446616,0.0002794573811737373,0.008421659469604492,0.00016551550548231375,0.8,0.1,0.01,1000,10.0,4,0.1,0.1,0.5,"{'model__regressor__subsample': 0.8, 'model__regressor__reg_lambda': 0.1, 'model__regressor__reg_alpha': 0.01, 'model__regressor__n_estimators': 1000, 'model__regressor__min_child_weight': 10.0, 'model__regressor__max_depth': 4, 'model__regressor__learning_rate': 0.1, 'model__regressor__gamma': 0.1, 'model__regressor__colsample_bytree': 0.5}",-0.13536947965621948,-0.13122695684432983,-0.1258222907781601,-0.13080624242623648,0.003908960163055212,19,-0.0871339961886406,-0.09199125319719315,-0.09104686230421066,-0.09005737056334813,0.0021027849534541233
0.1516273021697998,0.0014813246338419212,0.008229414621988932,7.25242861024774e-05,0.8,20.0,0.1,600,3.0,2,0.01,0.01,1.0,"{'model__regressor__subsample': 0.8, 'model__regressor__reg_lambda': 20.0, 'model__regressor__reg_alpha': 0.1, 'model__regressor__n_estimators': 600, 'model__regressor__min_child_weight': 3.0, 'model__regressor__max_depth': 2, 'model__regressor__learning_rate': 0.01, 'model__regressor__gamma': 0.01, 'model__regressor__colsample_bytree': 1.0}",-0.15566577017307281,-0.1478016972541809,-0.1408616453409195,-0.14810970425605774,0.006047681607933104,29,-0.12587785720825195,-0.1309928297996521,-0.13348537683486938,-0.13011868794759116,0.0031666682491735456
0.11802379290262859,0.0032183593472817173,0.008012930552164713,9.847222894240692e-05,1.0,1.0,0.1,600,1.0,8,0.1,0.05,0.5,"{'model__regressor__subsample': 1.0, 'model__regressor__reg_lambda': 1.0, 'model__regressor__reg_alpha': 0.1, 'model__regressor__n_estimators': 600, 'model__regressor__min_child_weight': 1.0, 'model__regressor__max_depth': 8, 'model__regressor__learning_rate': 0.1, 'model__regressor__gamma': 0.05, 'model__regressor__colsample_bytree': 0.5}",-0.1416279524564743,-0.13326190412044525,-0.13480743765830994,-0.1365657647450765,0.003634691807039157,25,-0.06629451364278793,-0.06731891632080078,-0.06681949645280838,-0.06681097547213237,0.00041825404322710734
0.10478806495666504,0.0036785452962093917,0.009758313496907553,0.0020254930927488253,0.6,5.0,0.1,300,5.0,3,0.05,0.01,0.7,"{'model__regressor__subsample': 0.6, 'model__regressor__reg_lambda': 5.0, 'model__regressor__reg_alpha': 0.1, 'model__regressor__n_estimators': 300, 'model__regressor__min_child_weight': 5.0, 'model__regressor__max_depth': 3, 'model__regressor__learning_rate': 0.05, 'model__regressor__gamma': 0.01, 'model__regressor__colsample_bytree': 0.7}",-0.13260766863822937,-0.12733928859233856,-0.11894664168357849,-0.12629786630471548,0.005625497586868386,6,-0.07801221311092377,-0.08201301842927933,-0.07992880791425705,-0.07998467981815338,0.0016337996717425884
0.11711390813191731,0.0066340662847032975,0.009886582692464193,0.0020804841856204744,0.8,5.0,1.0,300,3.0,3,0.05,0.0,0.7,"{'model__regressor__subsample': 0.8, 'model__regressor__reg_lambda': 5.0, 'model__regressor__reg_alpha': 1.0, 'model__regressor__n_estimators': 300, 'model__regressor__min_child_weight': 3.0, 'model__regressor__max_depth': 3, 'model__regressor__learning_rate': 0.05, 'model__regressor__gamma': 0.0, 'model__regressor__colsample_bytree': 0.7}",-0.1363353133201599,-0.12973055243492126,-0.12420278042554855,-0.13008954872687659,0.004959586499090082,17,-0.0868874117732048,-0.09100804477930069,-0.08935467153787613,-0.08908337603012721,0.0016931440246132367
0.3380080858866374,0.011304613312446652,0.010671377182006836,0.00030589713831124203,1.0,10.0,0.01,1500,1.0,3,0.01,0.05,0.7,"{'model__regressor__subsample': 1.0, 'model__regressor__reg_lambda': 10.0, 'model__regressor__reg_alpha': 0.01, 'model__regressor__n_estimators': 1500, 'model__regressor__min_child_weight': 1.0, 'model__regressor__max_depth': 3, 'model__regressor__learning_rate': 0.01, 'model__regressor__gamma': 0.05, 'model__regressor__colsample_bytree': 0.7}",-0.14103473722934723,-0.12654876708984375,-0.12626442313194275,-0.13128264248371124,0.006896749322083773,21,-0.09193169325590134,-0.09271687269210815,-0.09401603043079376,-0.09288819879293442,0.0008595075486493735
0.28949761390686035,0.008523281244390625,0.010535001754760742,0.00134409248782601,1.0,10.0,0.0,1000,1.0,3,0.01,0.05,0.7,"{'model__regressor__subsample': 1.0, 'model__regressor__reg_lambda': 10.0, 'model__regressor__reg_alpha': 0.0, 'model__regressor__n_estimators': 1000, 'model__regressor__min_child_weight': 1.0, 'model__regressor__max_depth': 3, 'model__regressor__learning_rate': 0.01, 'model__regressor__gamma': 0.05, 'model__regressor__colsample_bytree': 0.7}",-0.14045511186122894,-0.12637127935886383,-0.12658338248729706,-0.1311365912357966,0.006589758059252688,20,-0.09192874282598495,-0.09266110509634018,-0.09411171078681946,-0.09290051956971486,0.0009071298132216966
0.8228282928466797,0.03457324270247356,0.012803395589192709,0.0011806422772464235,1.0,0.1,1.0,1500,5.0,8,0.01,0.01,0.9,"{'model__regressor__subsample': 1.0, 'model__regressor__reg_lambda': 0.1, 'model__regressor__reg_alpha': 1.0, 'model__regressor__n_estimators': 1500, 'model__regressor__min_child_weight': 5.0, 'model__regressor__max_depth': 8, 'model__regressor__learning_rate': 0.01, 'model__regressor__gamma': 0.01, 'model__regressor__colsample_bytree': 0.9}",-0.1498212218284607,-0.13191655278205872,-0.1311991661787033,-0.1376456469297409,0.008614411528379638,27,-0.06829637289047241,-0.07085699588060379,-0.06791365891695023,-0.06902234256267548,0.001306670602235905
0.27613433202107746,0.016150776332774664,0.009409348169962565,0.0008699488591911103,1.0,0.1,0.01,1500,5.0,2,0.03,0.0,0.9,"{'model__regressor__subsample': 1.0, 'model__regressor__reg_lambda': 0.1, 'model__regressor__reg_alpha': 0.01, 'model__regressor__n_estimators': 1500, 'model__regressor__min_child_weight': 5.0, 'model__regressor__max_depth': 2, 'model__regressor__learning_rate': 0.03, 'model__regressor__gamma': 0.0, 'model__regressor__colsample_bytree': 0.9}",-0.12890714406967163,-0.1330951303243637,-0.11912743747234344,-0.12704323728879294,0.005852618916231645,10,-0.06325390189886093,-0.0667574480175972,-0.06297243386507034,-0.06432792792717616,0.0017217688512749674
