fold,validation_score,recommended_epochs,best_params,fit_time_seconds
1,0.14088984036431235,31,"{""activation"": ""gelu"", ""adam_learning_rate"": 0.0003827723958626062, ""batch_size"": 16, ""dropout"": 0.0, ""hidden_dim"": 16, ""hidden_dim_2"": 32, ""optimizer"": ""adam"", ""weight_decay"": 7.324374822098845e-05}",0.5911426250822842
2,0.15796345386633912,66,"{""activation"": ""gelu"", ""batch_size"": 16, ""dropout"": 0.0, ""hidden_dim"": 32, ""hidden_dim_2"": 32, ""optimizer"": ""rmsprop"", ""rmsprop_learning_rate"": 0.00014367244478254873, ""weight_decay"": 3.1315453646186135e-07}",1.3999093328602612
3,0.12927671310503755,35,"{""activation"": ""silu"", ""adamw_learning_rate"": 0.0005495264138707418, ""batch_size"": 32, ""dropout"": 0.0, ""hidden_dim"": 32, ""hidden_dim_2"": 16, ""optimizer"": ""adamw"", ""weight_decay"": 1.3391403360088788e-06}",0.39652758394367993
4,0.164639135781484,25,"{""activation"": ""silu"", ""adamw_learning_rate"": 0.0005827800217339587, ""batch_size"": 16, ""dropout"": 0.0, ""hidden_dim"": 16, ""hidden_dim_2"": 16, ""optimizer"": ""adamw"", ""weight_decay"": 1.0576327033632287e-07}",0.47752641700208187
5,0.12295314061457832,36,"{""activation"": ""gelu"", ""adam_learning_rate"": 0.00023941264388777726, ""batch_size"": 16, ""dropout"": 0.0, ""hidden_dim"": 16, ""hidden_dim_2"": 32, ""optimizer"": ""adam"", ""weight_decay"": 5.8502460382892985e-05}",0.6875522921327502
