fold,validation_score,fit_time_seconds,score_time_seconds,train_score
1,0.10681539740026758,2.0100231170654297,0.005814075469970703,0.05041974847963852
2,0.13014230944154703,1.786773920059204,0.005095958709716797,0.05047210696903124
3,0.12189145016594041,1.9384727478027344,0.0051212310791015625,0.05031087839072104
4,0.12622082698455098,1.9423742294311523,0.005182743072509766,0.050044212667077176
5,0.11388809920268977,2.2066025733947754,0.005600452423095703,0.05010444489238557
